DD,MM,YYYY,HH_start,HH_end_1,solar_heat_production_Mwh,solar_radiation_Wh-sqm,HH_end_2,diff_HH_end_2-1,count_of_selcted,manipulated
2,1,2012,0,1,0.01,1,1,0,1,
2,1,2012,1,2,0.01,1,2,0,2,
2,1,2012,2,3,0,1,3,0,3,
2,1,2012,3,4,0.01,1,4,0,4,
2,1,2012,4,5,0.01,1,5,0,5,
2,1,2012,5,6,0.01,1,6,0,6,
2,1,2012,6,7,0,1,7,0,7,
2,1,2012,7,8,0,0,8,0,8,
2,1,2012,8,9,0,0,9,0,9,
2,1,2012,9,10,0,0,10,0,10,
2,1,2012,10,11,0,0,11,0,11,
2,1,2012,11,12,0,0,12,0,12,
2,1,2012,12,13,0,0,13,0,13,
2,1,2012,13,14,0,0,14,0,14,
2,1,2012,14,15,0,0,15,0,15,
2,1,2012,15,16,0,0,16,0,16,
2,1,2012,16,17,0,0,17,0,17,
2,1,2012,17,18,0,0,18,0,18,
2,1,2012,18,19,0,0,19,0,19,
2,1,2012,19,20,0,0,20,0,20,
2,1,2012,20,21,0,0,21,0,21,
2,1,2012,21,22,0,0,22,0,22,
2,1,2012,22,23,0,0,23,0,23,
2,1,2012,23,24,0,0,24,0,24,
3,1,2012,0,1,0,0,1,0,25,
3,1,2012,1,2,0,0,2,0,26,
3,1,2012,2,3,0,0,3,0,27,
3,1,2012,3,4,0,0,4,0,28,
3,1,2012,4,5,0,0,5,0,29,
3,1,2012,5,6,0,0,6,0,30,
3,1,2012,6,7,0,0,7,0,31,
3,1,2012,7,8,0,0,8,0,32,
3,1,2012,8,9,0,0,9,0,33,
3,1,2012,9,10,0,0,10,0,34,
3,1,2012,10,11,0,0,11,0,35,
3,1,2012,11,12,0,0,12,0,36,
3,1,2012,12,13,0,0,13,0,37,
3,1,2012,13,14,0,0,14,0,38,
3,1,2012,14,15,0,1,15,0,39,
3,1,2012,15,16,0.01,1,16,0,40,
3,1,2012,16,17,0.01,2,17,0,41,
3,1,2012,17,18,0.01,2,18,0,42,
3,1,2012,18,19,0.01,2,19,0,43,
3,1,2012,19,20,0.01,2,20,0,44,
3,1,2012,20,21,0.01,2,21,0,45,
3,1,2012,21,22,0.01,2,22,0,46,
3,1,2012,22,23,0.01,2,23,0,47,
3,1,2012,23,24,0.01,2,24,0,48,
4,1,2012,0,1,0.01,2,1,0,49,
4,1,2012,1,2,0.01,2,2,0,50,
4,1,2012,2,3,0.01,2,3,0,51,
4,1,2012,3,4,0.01,2,4,0,52,
4,1,2012,4,5,0.01,2,5,0,53,
4,1,2012,5,6,0.01,2,6,0,54,
4,1,2012,6,7,0.01,2,7,0,55,
4,1,2012,7,8,0.01,2,8,0,56,
4,1,2012,8,9,0.01,2,9,0,57,
4,1,2012,9,10,0.01,2,10,0,58,
4,1,2012,10,11,0.01,2,11,0,59,
4,1,2012,11,12,0.01,2,12,0,60,
4,1,2012,12,13,0.01,2,13,0,61,
4,1,2012,13,14,0.01,2,14,0,62,
4,1,2012,14,15,0.01,2,15,0,63,
4,1,2012,15,16,0.01,2,16,0,64,
4,1,2012,16,17,0.01,2,17,0,65,
4,1,2012,17,18,0.01,2,18,0,66,
4,1,2012,18,19,0.01,2,19,0,67,
4,1,2012,19,20,0.01,2,20,0,68,
4,1,2012,20,21,0.01,2,21,0,69,
4,1,2012,21,22,0.01,2,22,0,70,
4,1,2012,22,23,0.01,2,23,0,71,
4,1,2012,23,24,0.01,2,24,0,72,
5,1,2012,0,1,0.01,2,1,0,73,
5,1,2012,1,2,0.01,2,2,0,74,
5,1,2012,2,3,0.01,2,3,0,75,
5,1,2012,3,4,0.01,2,4,0,76,
5,1,2012,4,5,0.01,1,5,0,77,
5,1,2012,5,6,0.01,2,6,0,78,
5,1,2012,6,7,0.01,1,7,0,79,
5,1,2012,7,8,0.01,2,8,0,80,
5,1,2012,8,9,0.01,2,9,0,81,
5,1,2012,9,10,0.01,2,10,0,82,
5,1,2012,10,11,0.01,2,11,0,83,
5,1,2012,11,12,0.01,1,12,0,84,
5,1,2012,12,13,0,0,13,0,85,
5,1,2012,13,14,0,0,14,0,86,
5,1,2012,14,15,0,0,15,0,87,
5,1,2012,15,16,0,0,16,0,88,
5,1,2012,16,17,0,0,17,0,89,
5,1,2012,17,18,0,0,18,0,90,
5,1,2012,18,19,0,0,19,0,91,
5,1,2012,19,20,0,0,20,0,92,
5,1,2012,20,21,0,0,21,0,93,
5,1,2012,21,22,0,0,22,0,94,
5,1,2012,22,23,0,0,23,0,95,
5,1,2012,23,24,0,0,24,0,96,
6,1,2012,0,1,0,0,1,0,97,
6,1,2012,1,2,0,0,2,0,98,
6,1,2012,2,3,0,0,3,0,99,
6,1,2012,3,4,0,0,4,0,100,
6,1,2012,4,5,0,0,5,0,101,
6,1,2012,5,6,0,0,6,0,102,
6,1,2012,6,7,0,0,7,0,103,
6,1,2012,7,8,0,0,8,0,104,
6,1,2012,8,9,0,0,9,0,105,
6,1,2012,9,10,0,0,10,0,106,
6,1,2012,10,11,0,0,11,0,107,
6,1,2012,11,12,0,0,12,0,108,
6,1,2012,12,13,0,0,13,0,109,
6,1,2012,13,14,0,0,14,0,110,
6,1,2012,14,15,0,0,15,0,111,
6,1,2012,15,16,0,0,16,0,112,
6,1,2012,16,17,0,0,17,0,113,
6,1,2012,17,18,0,0,18,0,114,
6,1,2012,18,19,0,0,19,0,115,
6,1,2012,19,20,0,0,20,0,116,
6,1,2012,20,21,0,0,21,0,117,
6,1,2012,21,22,0,1,22,0,118,
6,1,2012,22,23,0.01,1,23,0,119,
6,1,2012,23,24,0,0,24,0,120,
7,1,2012,0,1,0.01,1,1,0,121,
7,1,2012,1,2,0,0,2,0,122,
7,1,2012,2,3,0,0,3,0,123,
7,1,2012,3,4,0,0,4,0,124,
7,1,2012,4,5,0,0,5,0,125,
7,1,2012,5,6,0,0,6,0,126,
7,1,2012,6,7,0,0,7,0,127,
7,1,2012,7,8,0,0,8,0,128,
7,1,2012,8,9,0,0,9,0,129,
7,1,2012,9,10,0,0,10,0,130,
7,1,2012,10,11,0,0,11,0,131,
7,1,2012,11,12,0,0,12,0,132,
7,1,2012,12,13,0,0,13,0,133,
7,1,2012,13,14,0,0,14,0,134,
7,1,2012,14,15,0,0,15,0,135,
7,1,2012,15,16,0,0,16,0,136,
7,1,2012,16,17,0,0,17,0,137,
7,1,2012,17,18,0,0,18,0,138,
7,1,2012,18,19,0,0,19,0,139,
7,1,2012,19,20,0,0,20,0,140,
7,1,2012,20,21,0,0,21,0,141,
7,1,2012,21,22,0,0,22,0,142,
7,1,2012,22,23,0,0,23,0,143,
7,1,2012,23,24,0,0,24,0,144,
8,1,2012,0,1,0,0,1,0,145,
8,1,2012,1,2,0,0,2,0,146,
8,1,2012,2,3,0,0,3,0,147,
8,1,2012,3,4,0,0,4,0,148,
8,1,2012,4,5,0,0,5,0,149,
8,1,2012,5,6,0,0,6,0,150,
8,1,2012,6,7,0,0,7,0,151,
8,1,2012,7,8,0,0,8,0,152,
8,1,2012,8,9,0,0,9,0,153,
8,1,2012,9,10,0,0,10,0,154,
8,1,2012,10,11,0,0,11,0,155,
8,1,2012,11,12,0,0,12,0,156,
8,1,2012,12,13,0,0,13,0,157,
8,1,2012,13,14,0,0,14,0,158,
8,1,2012,14,15,0,0,15,0,159,
8,1,2012,15,16,0,0,16,0,160,
8,1,2012,16,17,0,0,17,0,161,
8,1,2012,17,18,0,0,18,0,162,
8,1,2012,18,19,0,0,19,0,163,
8,1,2012,19,20,0,0,20,0,164,
8,1,2012,20,21,0,0,21,0,165,
8,1,2012,21,22,0,0,22,0,166,
8,1,2012,22,23,0,0,23,0,167,
8,1,2012,23,24,0,0,24,0,168,
9,1,2012,0,1,0,0,1,0,169,
9,1,2012,1,2,0,0,2,0,170,
9,1,2012,2,3,0,0,3,0,171,
9,1,2012,3,4,0,0,4,0,172,
9,1,2012,4,5,0,0,5,0,173,
9,1,2012,5,6,0,0,6,0,174,
9,1,2012,6,7,0,0,7,0,175,
9,1,2012,7,8,0,0,8,0,176,
9,1,2012,8,9,0,0,9,0,177,
9,1,2012,9,10,0,0,10,0,178,
9,1,2012,10,11,0,0,11,0,179,
9,1,2012,11,12,0,0,12,0,180,
9,1,2012,12,13,0,0,13,0,181,
9,1,2012,13,14,0,0,14,0,182,
9,1,2012,14,15,0,0,15,0,183,
9,1,2012,15,16,0,0,16,0,184,
9,1,2012,16,17,0,0,17,0,185,
9,1,2012,17,18,0,0,18,0,186,
9,1,2012,18,19,0,0,19,0,187,
9,1,2012,19,20,0,0,20,0,188,
9,1,2012,20,21,0,0,21,0,189,
9,1,2012,21,22,0,0,22,0,190,
9,1,2012,22,23,0,0,23,0,191,
9,1,2012,23,24,0,0,24,0,192,
10,1,2012,0,1,0,0,1,0,193,
10,1,2012,1,2,0,0,2,0,194,
10,1,2012,2,3,0,0,3,0,195,
10,1,2012,3,4,0,0,4,0,196,
10,1,2012,4,5,0,0,5,0,197,
10,1,2012,5,6,0,0,6,0,198,
10,1,2012,6,7,0,0,7,0,199,
10,1,2012,7,8,0,0,8,0,200,
10,1,2012,8,9,0,0,9,0,201,
10,1,2012,9,10,0,0,10,0,202,
10,1,2012,10,11,0,0,11,0,203,
10,1,2012,11,12,0,0,12,0,204,
10,1,2012,12,13,0,0,13,0,205,
10,1,2012,13,14,0,0,14,0,206,
10,1,2012,14,15,0,0,15,0,207,
10,1,2012,15,16,0,0,16,0,208,
10,1,2012,16,17,0,0,17,0,209,
10,1,2012,17,18,0,0,18,0,210,
10,1,2012,18,19,0,0,19,0,211,
10,1,2012,19,20,0,0,20,0,212,
10,1,2012,20,21,0,0,21,0,213,
10,1,2012,21,22,0,0,22,0,214,
10,1,2012,22,23,0,0,23,0,215,
10,1,2012,23,24,0,0,24,0,216,
11,1,2012,0,1,0,0,1,0,217,
11,1,2012,1,2,0,0,2,0,218,
11,1,2012,2,3,0,0,3,0,219,
11,1,2012,3,4,0,0,4,0,220,
11,1,2012,4,5,0,0,5,0,221,
11,1,2012,5,6,0,0,6,0,222,
11,1,2012,6,7,0,0,7,0,223,
11,1,2012,7,8,0,0,8,0,224,
11,1,2012,8,9,0,0,9,0,225,
11,1,2012,9,10,0,0,10,0,226,
11,1,2012,10,11,0,0,11,0,227,
11,1,2012,11,12,0,0,12,0,228,
11,1,2012,12,13,0,0,13,0,229,
11,1,2012,13,14,0,0,14,0,230,
11,1,2012,14,15,0,0,15,0,231,
11,1,2012,15,16,0,0,16,0,232,
11,1,2012,16,17,0,0,17,0,233,
11,1,2012,17,18,0,0,18,0,234,
11,1,2012,18,19,0,0,19,0,235,
11,1,2012,19,20,0,0,20,0,236,
11,1,2012,20,21,0,0,21,0,237,
11,1,2012,21,22,0,0,22,0,238,
11,1,2012,22,23,0,0,23,0,239,
11,1,2012,23,24,0,0,24,0,240,
12,1,2012,0,1,0,0,1,0,241,
12,1,2012,1,2,0,0,2,0,242,
12,1,2012,2,3,0,0,3,0,243,
12,1,2012,3,4,0,0,4,0,244,
12,1,2012,4,5,0,1,5,0,245,
12,1,2012,5,6,0,1,6,0,246,
12,1,2012,6,7,0,0,7,0,247,
12,1,2012,7,8,0.01,1,8,0,248,
12,1,2012,8,9,0.01,2,9,0,249,
12,1,2012,9,10,0.01,2,10,0,250,
12,1,2012,10,11,0.01,2,11,0,251,
12,1,2012,11,12,0.01,2,12,0,252,
12,1,2012,12,13,0.01,2,13,0,253,
12,1,2012,13,14,0.01,2,14,0,254,
12,1,2012,14,15,0.01,2,15,0,255,
12,1,2012,15,16,0.01,2,16,0,256,
12,1,2012,16,17,0.01,2,17,0,257,
12,1,2012,17,18,0.01,2,18,0,258,
12,1,2012,18,19,0,1,19,0,259,
12,1,2012,19,20,0,0,20,0,260,
12,1,2012,20,21,0,0,21,0,261,
12,1,2012,21,22,0,0,22,0,262,
12,1,2012,22,23,0,0,23,0,263,
12,1,2012,23,24,0,0,24,0,264,
13,1,2012,0,1,0,0,1,0,265,
13,1,2012,1,2,0,0,2,0,266,
13,1,2012,2,3,0,0,3,0,267,
13,1,2012,3,4,0,0,4,0,268,
13,1,2012,4,5,0,0,5,0,269,
13,1,2012,5,6,0,0,6,0,270,
13,1,2012,6,7,0,0,7,0,271,
13,1,2012,7,8,0,0,8,0,272,
13,1,2012,8,9,0,0,9,0,273,
13,1,2012,9,10,0,0,10,0,274,
13,1,2012,10,11,0,0,11,0,275,
13,1,2012,11,12,0,0,12,0,276,
13,1,2012,12,13,0.03,5,13,0,277,
13,1,2012,13,14,0.32,55,14,0,278,
13,1,2012,14,15,0.15,26,15,0,279,
13,1,2012,15,16,0,0,16,0,280,
13,1,2012,16,17,0,0,17,0,281,
13,1,2012,17,18,0,0,18,0,282,
13,1,2012,18,19,0,0,19,0,283,
13,1,2012,19,20,0,0,20,0,284,
13,1,2012,20,21,0,0,21,0,285,
13,1,2012,21,22,0,0,22,0,286,
13,1,2012,22,23,0,0,23,0,287,
13,1,2012,23,24,0,0,24,0,288,
14,1,2012,0,1,0.01,1,1,0,289,
14,1,2012,1,2,0,1,2,0,290,
14,1,2012,2,3,0,0,3,0,291,
14,1,2012,3,4,0,1,4,0,292,
14,1,2012,4,5,0,0,5,0,293,
14,1,2012,5,6,0,1,6,0,294,
14,1,2012,6,7,0,0,7,0,295,
14,1,2012,7,8,0,0,8,0,296,
14,1,2012,8,9,0,0,9,0,297,
14,1,2012,9,10,0,0,10,0,298,
14,1,2012,10,11,0,0,11,0,299,
14,1,2012,11,12,0,0,12,0,300,
14,1,2012,12,13,0.41,69,13,0,301,
14,1,2012,13,14,0.12,21,14,0,302,
14,1,2012,14,15,0,1,15,0,303,
14,1,2012,15,16,0,0,16,0,304,
14,1,2012,16,17,0,0,17,0,305,
14,1,2012,17,18,0,1,18,0,306,
14,1,2012,18,19,0,0,19,0,307,
14,1,2012,19,20,0,0,20,0,308,
14,1,2012,20,21,0,0,21,0,309,
14,1,2012,21,22,0,0,22,0,310,
14,1,2012,22,23,0,1,23,0,311,
14,1,2012,23,24,0,0,24,0,312,
15,1,2012,0,1,0,0,1,0,313,
15,1,2012,1,2,0,0,2,0,314,
15,1,2012,2,3,0,1,3,0,315,
15,1,2012,3,4,0,0,4,0,316,
15,1,2012,4,5,0,0,5,0,317,
15,1,2012,5,6,0,0,6,0,318,
15,1,2012,6,7,0,0,7,0,319,
15,1,2012,7,8,0,0,8,0,320,
15,1,2012,8,9,0,0,9,0,321,
15,1,2012,9,10,0,0,10,0,322,
15,1,2012,10,11,0,0,11,0,323,
15,1,2012,11,12,0,0,12,0,324,
15,1,2012,12,13,0.2,34,13,0,325,
15,1,2012,13,14,0.78,134,14,0,326,
15,1,2012,14,15,0.2,35,15,0,327,
15,1,2012,15,16,0,0,16,0,328,
15,1,2012,16,17,0,0,17,0,329,
15,1,2012,17,18,0,0,18,0,330,
15,1,2012,18,19,0,0,19,0,331,
15,1,2012,19,20,0,0,20,0,332,
15,1,2012,20,21,0,0,21,0,333,
15,1,2012,21,22,0,0,22,0,334,
15,1,2012,22,23,0,0,23,0,335,
15,1,2012,23,24,0,0,24,0,336,
16,1,2012,0,1,0,0,1,0,337,
16,1,2012,1,2,0,0,2,0,338,
16,1,2012,2,3,0,0,3,0,339,
16,1,2012,3,4,0,0,4,0,340,
16,1,2012,4,5,0,0,5,0,341,
16,1,2012,5,6,0,0,6,0,342,
16,1,2012,6,7,0,0,7,0,343,
16,1,2012,7,8,0,0,8,0,344,
16,1,2012,8,9,0,0,9,0,345,
16,1,2012,9,10,0,0,10,0,346,
16,1,2012,10,11,0,0,11,0,347,
16,1,2012,11,12,0,0,12,0,348,
16,1,2012,12,13,0,0,13,0,349,
16,1,2012,13,14,0,0,14,0,350,
16,1,2012,14,15,0,0,15,0,351,
16,1,2012,15,16,0,0,16,0,352,
16,1,2012,16,17,0,0,17,0,353,
16,1,2012,17,18,0,0,18,0,354,
16,1,2012,18,19,0,0,19,0,355,
16,1,2012,19,20,0,0,20,0,356,
16,1,2012,20,21,0,0,21,0,357,
16,1,2012,21,22,0,0,22,0,358,
16,1,2012,22,23,0,0,23,0,359,
16,1,2012,23,24,0,0,24,0,360,
17,1,2012,0,1,0,0,1,0,361,
17,1,2012,1,2,0,0,2,0,362,
17,1,2012,2,3,0,0,3,0,363,
17,1,2012,3,4,0,0,4,0,364,
17,1,2012,4,5,0,0,5,0,365,
17,1,2012,5,6,0,0,6,0,366,
17,1,2012,6,7,0,0,7,0,367,
17,1,2012,7,8,0,0,8,0,368,
17,1,2012,8,9,0,0,9,0,369,
17,1,2012,9,10,0,0,10,0,370,
17,1,2012,10,11,0,0,11,0,371,
17,1,2012,11,12,0,0,12,0,372,
17,1,2012,12,13,0,0,13,0,373,
17,1,2012,13,14,0,0,14,0,374,
17,1,2012,14,15,0,0,15,0,375,
17,1,2012,15,16,0,0,16,0,376,
17,1,2012,16,17,0,0,17,0,377,
17,1,2012,17,18,0,0,18,0,378,
17,1,2012,18,19,0,0,19,0,379,
17,1,2012,19,20,0,0,20,0,380,
17,1,2012,20,21,0,0,21,0,381,
17,1,2012,21,22,0,0,22,0,382,
17,1,2012,22,23,0,1,23,0,383,
17,1,2012,23,24,0,0,24,0,384,
18,1,2012,0,1,0,0,1,0,385,
18,1,2012,1,2,0,0,2,0,386,
18,1,2012,2,3,0,0,3,0,387,
18,1,2012,3,4,0,0,4,0,388,
18,1,2012,4,5,0,0,5,0,389,
18,1,2012,5,6,0,0,6,0,390,
18,1,2012,6,7,0,0,7,0,391,
18,1,2012,7,8,0,0,8,0,392,
18,1,2012,8,9,0,0,9,0,393,
18,1,2012,9,10,0,0,10,0,394,
18,1,2012,10,11,0,0,11,0,395,
18,1,2012,11,12,0,0,12,0,396,
18,1,2012,12,13,0,0,13,0,397,
18,1,2012,13,14,0,0,14,0,398,
18,1,2012,14,15,0,0,15,0,399,
18,1,2012,15,16,0,0,16,0,400,
18,1,2012,16,17,0,0,17,0,401,
18,1,2012,17,18,0,0,18,0,402,
18,1,2012,18,19,0,0,19,0,403,
18,1,2012,19,20,0,0,20,0,404,
18,1,2012,20,21,0,0,21,0,405,
18,1,2012,21,22,0,0,22,0,406,
18,1,2012,22,23,0,0,23,0,407,
18,1,2012,23,24,0,0,24,0,408,
19,1,2012,0,1,0,0,1,0,409,
19,1,2012,1,2,0,0,2,0,410,
19,1,2012,2,3,0,0,3,0,411,
19,1,2012,3,4,0,0,4,0,412,
19,1,2012,4,5,0,0,5,0,413,
19,1,2012,5,6,0,0,6,0,414,
19,1,2012,6,7,0,0,7,0,415,
19,1,2012,7,8,0,0,8,0,416,
19,1,2012,8,9,0,0,9,0,417,
19,1,2012,9,10,0,0,10,0,418,
19,1,2012,10,11,0,0,11,0,419,
19,1,2012,11,12,0,0,12,0,420,
19,1,2012,12,13,0,0,13,0,421,
19,1,2012,13,14,0,0,14,0,422,
19,1,2012,14,15,0,0,15,0,423,
19,1,2012,15,16,0,0,16,0,424,
19,1,2012,16,17,0,0,17,0,425,
19,1,2012,17,18,0,0,18,0,426,
19,1,2012,18,19,0,0,19,0,427,
19,1,2012,19,20,0,0,20,0,428,
19,1,2012,20,21,0,0,21,0,429,
19,1,2012,21,22,0,0,22,0,430,
19,1,2012,22,23,0,0,23,0,431,
19,1,2012,23,24,0,0,24,0,432,
20,1,2012,0,1,0,0,1,0,433,
20,1,2012,1,2,0,0,2,0,434,
20,1,2012,2,3,0,0,3,0,435,
20,1,2012,3,4,0,0,4,0,436,
20,1,2012,4,5,0,0,5,0,437,
20,1,2012,5,6,0,0,6,0,438,
20,1,2012,6,7,0,0,7,0,439,
20,1,2012,7,8,0,0,8,0,440,
20,1,2012,8,9,0,0,9,0,441,
20,1,2012,9,10,0,0,10,0,442,
20,1,2012,10,11,0,0,11,0,443,
20,1,2012,11,12,0,0,12,0,444,
20,1,2012,12,13,0,0,13,0,445,
20,1,2012,13,14,0,0,14,0,446,
20,1,2012,14,15,0,0,15,0,447,
20,1,2012,15,16,0,0,16,0,448,
20,1,2012,16,17,0,0,17,0,449,
20,1,2012,17,18,0,0,18,0,450,
20,1,2012,18,19,0,0,19,0,451,
20,1,2012,19,20,0,0,20,0,452,
20,1,2012,20,21,0,0,21,0,453,
20,1,2012,21,22,0,0,22,0,454,
20,1,2012,22,23,0,0,23,0,455,
20,1,2012,23,24,0,0,24,0,456,
21,1,2012,0,1,0,0,1,0,457,
21,1,2012,1,2,0,0,2,0,458,
21,1,2012,2,3,0,0,3,0,459,
21,1,2012,3,4,0,0,4,0,460,
21,1,2012,4,5,0,0,5,0,461,
21,1,2012,5,6,0,0,6,0,462,
21,1,2012,6,7,0,0,7,0,463,
21,1,2012,7,8,0,0,8,0,464,
21,1,2012,8,9,0,0,9,0,465,
21,1,2012,9,10,0,0,10,0,466,
21,1,2012,10,11,0,0,11,0,467,
21,1,2012,11,12,0,0,12,0,468,
21,1,2012,12,13,0,0,13,0,469,
21,1,2012,13,14,0,0,14,0,470,
21,1,2012,14,15,0,0,15,0,471,
21,1,2012,15,16,0,0,16,0,472,
21,1,2012,16,17,0,0,17,0,473,
21,1,2012,17,18,0,0,18,0,474,
21,1,2012,18,19,0,0,19,0,475,
21,1,2012,19,20,0,0,20,0,476,
21,1,2012,20,21,0,0,21,0,477,
21,1,2012,21,22,0,0,22,0,478,
21,1,2012,22,23,0,0,23,0,479,
21,1,2012,23,24,0,0,24,0,480,
22,1,2012,0,1,0,0,1,0,481,
22,1,2012,1,2,0,0,2,0,482,
22,1,2012,2,3,0,0,3,0,483,
22,1,2012,3,4,0,0,4,0,484,
22,1,2012,4,5,0,0,5,0,485,
22,1,2012,5,6,0,0,6,0,486,
22,1,2012,6,7,0,0,7,0,487,
22,1,2012,7,8,0,0,8,0,488,
22,1,2012,8,9,0,0,9,0,489,
22,1,2012,9,10,0,0,10,0,490,
22,1,2012,10,11,0,0,11,0,491,
22,1,2012,11,12,0,0,12,0,492,
22,1,2012,12,13,0,0,13,0,493,
22,1,2012,13,14,0.03,6,14,0,494,
22,1,2012,14,15,0.08,13,15,0,495,
22,1,2012,15,16,0,0,16,0,496,
22,1,2012,16,17,0,0,17,0,497,
22,1,2012,17,18,0,0,18,0,498,
22,1,2012,18,19,0,0,19,0,499,
22,1,2012,19,20,0,0,20,0,500,
22,1,2012,20,21,0,1,21,0,501,
22,1,2012,21,22,0,1,22,0,502,
22,1,2012,22,23,0.01,1,23,0,503,
22,1,2012,23,24,0,1,24,0,504,
23,2,2013,0,1,0.01,1,1,0,505,
23,1,2012,1,2,0,0,2,0,506,
23,1,2012,2,3,0,0,3,0,507,
23,1,2012,3,4,0,0,4,0,508,
23,1,2012,4,5,0,0,5,0,509,
23,1,2012,5,6,0,0,6,0,510,
23,1,2012,6,7,0,0,7,0,511,
23,1,2012,7,8,0,0,8,0,512,
23,1,2012,8,9,0,0,9,0,513,
23,1,2012,9,10,0,0,10,0,514,
23,1,2012,10,11,0,0,11,0,515,
23,1,2012,11,12,0,0,12,0,516,
23,1,2012,12,13,0.04,6,13,0,517,
23,1,2012,13,14,0.46,78,14,0,518,
23,1,2012,14,15,0.32,54,15,0,519,
23,1,2012,15,16,0,0,16,0,520,
23,1,2012,16,17,0,0,17,0,521,
23,1,2012,17,18,0,0,18,0,522,
23,1,2012,18,19,0,0,19,0,523,
23,1,2012,19,20,0,0,20,0,524,
23,1,2012,20,21,0,0,21,0,525,
23,1,2012,21,22,0,0,22,0,526,
23,1,2012,22,23,0,0,23,0,527,
23,1,2012,23,24,0,0,24,0,528,
24,1,2012,0,1,0,0,1,0,529,
24,1,2012,1,2,0,0,2,0,530,
24,1,2012,2,3,0,0,3,0,531,
24,1,2012,3,4,0,0,4,0,532,
24,1,2012,4,5,0,0,5,0,533,
24,1,2012,5,6,0,0,6,0,534,
24,1,2012,6,7,0,0,7,0,535,
24,1,2012,7,8,0,0,8,0,536,
24,1,2012,8,9,0,0,9,0,537,
24,1,2012,9,10,0,0,10,0,538,
24,1,2012,10,11,0,0,11,0,539,
24,1,2012,11,12,0,0,12,0,540,
24,1,2012,12,13,0.36,62,13,0,541,
24,1,2012,13,14,0.67,115,14,0,542,
24,1,2012,14,15,0.14,24,15,0,543,
24,1,2012,15,16,0,1,16,0,544,
24,1,2012,16,17,0,0,17,0,545,
24,1,2012,17,18,0,0,18,0,546,
24,1,2012,18,19,0,0,19,0,547,
24,1,2012,19,20,0,0,20,0,548,
24,1,2012,20,21,0,0,21,0,549,
24,1,2012,21,22,0,0,22,0,550,
24,1,2012,22,23,0,1,23,0,551,
24,1,2012,23,24,0,0,24,0,552,
25,1,2012,0,1,0,0,1,0,553,
25,1,2012,1,2,0,0,2,0,554,
25,1,2012,2,3,0,0,3,0,555,
25,1,2012,3,4,0,0,4,0,556,
25,1,2012,4,5,0,0,5,0,557,
25,1,2012,5,6,0,0,6,0,558,
25,1,2012,6,7,0,0,7,0,559,
25,1,2012,7,8,0,0,8,0,560,
25,1,2012,8,9,0,0,9,0,561,
25,1,2012,9,10,0,0,10,0,562,
25,1,2012,10,11,0,0,11,0,563,
25,1,2012,11,12,0.3,50,12,0,564,
25,1,2012,12,13,0.53,90,13,0,565,
25,1,2012,13,14,0.03,4,14,0,566,
25,1,2012,14,15,0,1,15,0,567,
25,1,2012,15,16,0,0,16,0,568,
25,1,2012,16,17,0,0,17,0,569,
25,1,2012,17,18,0,0,18,0,570,
25,1,2012,18,19,0,0,19,0,571,
25,1,2012,19,20,0,0,20,0,572,
25,1,2012,20,21,0,1,21,0,573,
25,1,2012,21,22,0,1,22,0,574,
25,1,2012,22,23,0,0,23,0,575,
25,1,2012,23,24,0,1,24,0,576,
26,1,2012,0,1,0,0,1,0,577,
26,1,2012,1,2,0,0,2,0,578,
26,1,2012,2,3,0,0,3,0,579,
26,1,2012,3,4,0,0,4,0,580,
26,1,2012,4,5,0,0,5,0,581,
26,1,2012,5,6,0,0,6,0,582,
26,1,2012,6,7,0,0,7,0,583,
26,1,2012,7,8,0,0,8,0,584,
26,1,2012,8,9,0,0,9,0,585,
26,1,2012,9,10,0,0,10,0,586,
26,1,2012,10,11,0,0,11,0,587,
26,1,2012,11,12,0.06,11,12,0,588,
26,1,2012,12,13,0.37,63,13,0,589,
26,1,2012,13,14,0.63,107,14,0,590,
26,1,2012,14,15,0.46,79,15,0,591,
26,1,2012,15,16,0,0,16,0,592,
26,1,2012,16,17,0,0,17,0,593,
26,1,2012,17,18,0,0,18,0,594,
26,1,2012,18,19,0,0,19,0,595,
26,1,2012,19,20,0,0,20,0,596,
26,1,2012,20,21,0,0,21,0,597,
26,1,2012,21,22,0,0,22,0,598,
26,1,2012,22,23,0,0,23,0,599,
26,1,2012,23,24,0,0,24,0,600,
27,1,2012,0,1,0,0,1,0,601,
27,1,2012,1,2,0,0,2,0,602,
27,1,2012,2,3,0,0,3,0,603,
27,1,2012,3,4,0,0,4,0,604,
27,1,2012,4,5,0,0,5,0,605,
27,1,2012,5,6,0,0,6,0,606,
27,1,2012,6,7,0,0,7,0,607,
27,1,2012,7,8,0,0,8,0,608,
27,1,2012,8,9,0,0,9,0,609,
27,1,2012,9,10,0,0,10,0,610,
27,1,2012,10,11,0,0,11,0,611,
27,1,2012,11,12,0,0,12,0,612,
27,1,2012,12,13,0,0,13,0,613,
27,1,2012,13,14,0,0,14,0,614,
27,1,2012,14,15,0,0,15,0,615,
27,1,2012,15,16,0,0,16,0,616,
27,1,2012,16,17,0,0,17,0,617,
27,1,2012,17,18,0,0,18,0,618,
27,1,2012,18,19,0,0,19,0,619,
27,1,2012,19,20,0,0,20,0,620,
27,1,2012,20,21,0,0,21,0,621,
27,1,2012,21,22,0.01,2,22,0,622,
27,1,2012,22,23,0.01,1,23,0,623,
27,1,2012,23,24,0.01,2,24,0,624,
